Date,Headline,id,text
2022-11-15,Lula arrived at the climate change summit and there is expectation for an announcement of zero deforestation in the Amazon,247,"In the midst of new coup demonstrations in front of barracks in several Brazilian cities, President-elect Luiz Inácio Lula da Silva arrived on Tuesday in Egypt to participate in the COP27 conference on climate change. The president-elect is scheduled to meet with U.S. special envoy John Kerry and to make announcements about his policy on the Amazon. His official agenda will take place on Wednesday and Thursday in the Egyptian city of Sharm el Sheik. According to the Brazilian newspapers O Globo and Folha de Sao Paulo, the president-elect will announce new goals for the reduction of greenhouse gas emissions and proclaim his commitment to ""zero deforestation"" in the Amazon. According to the São Paulo newspaper, Lula also plans to propose that his country host COP30, to be held in 2025. Lula's first trip abroad after his election victory Lula arrived in Sharm el Sheik accompanied by the former mayor of Sao Paulo, Fernando Haddad, the main candidate to take over as foreign minister in his future government, which will begin on January 1. His wife Rosángela Janja Silva also traveled. The president-elect will be advised at the summit by former environment ministers Marina Silva and Izabella Teixeira and by Senator Randolfe Rodrigues. Lula lleva a la cumbre del cambio climático su compromiso de deforestación cero en el Amazonas (Foto: EFE) Rodrigues is also a member of the transition team, which on Monday denounced the failure of President Jair Bolsonaro's administration to provide the latest data on deforestation in the Amazon. Lula is the personality most expected this week at the summit by an international community that is betting on a radical change in Brazilian environmental policy. Environmentalists denounced a strong advance in the deforestation of the Amazon during the administration of outgoing president Jair Bolsonaro. New coup expressions in Brazil: thousands of people demand military intervention in front of barracks While Lula arrived in Egypt to participate in the climate summit, thousands of Brazilians gathered this Tuesday in front of Army commands in Rio de Janeiro, Brasilia and other cities, asking for a military intervention against Lula da Silva's electoral victory on October 30. On a national holiday, thousands of Brazilians dressed in the green and yellow colors of the national flag gathered in the morning in front of the Eastern Military Command, the main Army headquarters in this region, in the center of the city of Rio de Janeiro. Miles de personas pidieron a las Fuerzas Armadas una intervención militar contra Lula (Foto: AP) ""We don't want Lula to take command on January 1st, we don't want a communist country, we want a better Brazil,"" banker Lais Nunes, 30, told AFP during the demonstration. Many carried the Brazilian flag and sang the national anthem every time it was played from a truck with loudspeakers. ""There are several reports that there was fraud in the elections (...) we cannot accept that"", said policeman Leandro de Oliveira, 38, who attributes the fraud to an alleged conspiracy by the Superior Electoral Court (TSE) to favor the former president. These arguments have already been denied by authorities and international observers. InBrasilia thousands of people also gathered in front of the Army Headquarters, carrying banners with slogans such as ""S.O.S. Armed Forces"" or ""audit at the polls"". Security was reinforced in the central region of Brasília this Tuesday after the call for protests through social networks. Police ""preventively"" restricted the access of vehicles and pedestrians to the Three Powers Square, where the buildings of the Presidency, the Congress and the Supreme Court are located, according to the Federal District Security Secretariat."
2023-02-10,Lula da Silva carries out an intense agenda in Washington before meeting with Joe Biden,248,"The President of Brazil, Luiz Inácio Lula da Silva, arrived in Washington as part of his first visit to the country after returning to the Presidency of the South American giant. He is accompanied by Ministers Mauro Vieira, of Foreign Affairs; Fernando Haddad, of Finance; Marina Silva, of Environment; Anielle Franco, of Racial Equality; Ambassador Celso Amorim; the Secretary of the Ministry of Economic Development and Trade, Marcio Elias Rosa; and Senator Jaques Wagner. Lula's visit to the United States, just at the beginning of his term in office and at the invitation of President Biden, marks the resumption of relations between the two countries, which will celebrate 200 years of diplomacy in 2024, according to a press release published by the official website of the Brazilian Presidency. ""Two of the world's largest democracies, Brazil and the United States, face similar challenges related to political radicalization and hate speech in the virtual space. Also at the center of the agenda is the reactivation of Brazil's commitment to environmental conservation and the search for a greater commitment from developed countries to fulfill their climate finance commitments,"" he says. Before the expected meeting with Joe Biden this Friday, Lula will have a full agenda, since he will meet with Senator Bernie Sanders, with congressmen and congresswomen of the Democratic Party, and also with representatives of the largest trade union federation in the United States, AFL-CIO. He will return to Brazil on Saturday at noon. The Brazilian Executive indicated that, in the economic sphere, ""efforts are being made to promote investments, particularly in energy transition and clean energy generation, and greater integration of production chains. The United States is Brazil's second largest trading partner and the main destination for our exports of industrialized products,"" he said. One of the unknowns is whether Biden will use the visit with Lula to announce what would be the first U.S. contribution to the Amazon Fund, which was created in 2009 to help combat deforestation in the Amazon and was financed mainly with contributions from Norway and Germany. Norway and Germany froze their contributions to that fund with the advance of Amazon deforestation under the government of former Brazilian President Jair Bolsonaro (2019-2023); but have expressed their desire to resume them already with Lula in power. Beyond the Amazon, the other major theme of the meeting will be the defense of democracy, especially after Bolsonaro's supporters stormed the headquarters of the three branches of government in Brasilia on January 8. According to a high-ranking official consulted by EFE news agency, the two leaders will discuss democracy in their own countries, but will also talk more broadly about initiatives to strengthen it regionally and around the world, including the so-called ""Democracy Summit"" promoted by Biden and to be held in March of this year. Lula will hold a meeting with Biden at the White House with the war in Ukraine as a focus of tension. Lula da Silva announced a review of the privatization of Eletrobras Classification Language: ENGLISH Publication-Type: Newspaper Journal Code: CENFENG Subject: LEGISLATIVE BODIES (91%); INTERNATIONAL RELATIONS & NATIONAL SECURITY (90%); US PRESIDENTIAL CANDIDATES 2016 (90%); US PRESIDENTIAL CANDIDATES 2020 (90%); DEMOCRACIES (89%); TALKS & MEETINGS (89%); TYPES OF GOVERNMENT (89%); US DEMOCRATIC PARTY (79%); ECONOMIC DEVELOPMENT (78%); GOVERNMENT & PUBLIC ADMINISTRATION (78%); GOVERNMENT ADVISORS & MINISTERS (78%); GREEN FINANCE (78%); COMMERCE DEPARTMENTS (77%); DEFORESTATION (77%); ENERGY & ENVIRONMENT (77%); ENVIRONMENT & NATURAL RESOURCES (77%); EXPORT TRADE (77%); FOREIGN RELATIONS (77%); INTERGOVERNMENTAL TALKS (77%); PUBLIC FINANCE AGENCIES & TREASURIES (77%); INTERNATIONAL RELATIONS (75%); BUSINESS NEWS (73%); CONSERVATION (72%); HATE SPEECH (72%); RACE & ETHNICITY (72%); INTERNATIONAL ECONOMIC DEVELOPMENT (71%); NEGATIVE NEWS (71%); POLITICAL PARTIES (68%); LABOR UNIONS (65%); RANKINGS (63%); RACIAL JUSTICE (57%); america (%); america-latina (%) Organization: AFL-CIO (54%) Industry: GREEN FINANCE (78%); ALTERNATIVE & RENEWABLE ENERGY (77%); DEFORESTATION (77%); ENERGY & ENVIRONMENT (77%); ENERGY & UTILITIES (77%); PUBLIC FINANCE AGENCIES & TREASURIES (77%); ELECTRIC POWER PLANTS (68%) Person: LUIZ INACIO LULA DA SILVA (93%); JOE BIDEN (91%); JAIR BOLSONARO (79%); BERNIE SANDERS (55%) Geographic: BRASILIA, BRAZIL (78%); BRAZIL (98%); UNITED STATES (97%); GERMANY (90%); SOUTH AMERICA (79%)"
2022-12-05,Lula faces stiff challenge to fulfil vow to reverse Amazon deforestation in Brazil,249,"Luiz Inácio Lula da Silva’s narrow victory over President Jair Bolsonaro in Brazil ’s October elections was hailed as the potential salvation of the Amazon, after four years of unbridled destruction which have brought the rainforest close to a tipping point, threatening the very survival of the Indigenous populations whose lives depend upon it. Lula has vowed to reverse the environmental destruction wreaked under his far-right predecessor and work towards zero deforestation by tackling crime in the Amazon and guaranteeing the protection of Indigenous rights. But the president-elect, who takes office on 1 January 2023, faces an uphill battle to meet these big promises he has made to the Brazilian people and the international community. “Lula is going to face the challenge of how to be ambitious on climate issues, and at the same time be effective, meet the pledges that are being made,” said Natalie Unterstell, president of climate policy thinktank Instituto Talanoa. “Brazil’s climate leadership will have to be rebuilt on the basis of results, not just of talk.” The incoming government’s priorities will be to rebuild and strengthen the state’s environmental institutions, which have been gutted under Bolsonaro, and acknowledge the vital conservation role played by Indigenous Brazilians, whose rights have come under unprecedented assault. There is talk of creating a ministry of Indigenous peoples. Lula’s government will also have to contend with increasingly violent and diversified crime in the Amazon, with loggers, land grabbers, illegal miners and other criminals emboldened by Bolsonaro’s laissez-faire attitude. “Deforestation is just the tip of the iceberg, there are many illicit economies and many actors with a level of organisation, sophistication and violence that is much higher than when Lula’s previous administrations saw big successes in reducing deforestation,” said Ilona Szabó of the Instituto Igarapé, a thinktank focused on public and climate security. The environmental working group in Lula’s transition team – which includes Marina Silva, the environment minister who oversaw a sharp drop in deforestation during Lula’s first term and is tipped to perhaps reprise her old role – has indicated that environmental law enforcement will be a priority and has spoken of tackling deforestation in Brazil’s other biomes. “Apathy, impunity are over,” Aloizio Mercadante, a coordinator on the transition team, said in a recent press conference. Amazon deforestation totalled 11,568 sq km in the year from August 2021 through to July 2022, the national space agency INPE’s recent annual deforestation report showed – an 11% decrease on the previous year but still the second highest figure since 2008. Across the four years spanning Bolsonaro’s time in office, an area more than twice the size of Wales (over 45,000 sq km) was cleared in the Amazon. Deforestation and land use change are the biggest contributors to Brazil’s greenhouse gas emissions, which grew 12.2% overall last year according to the Climate Observatory watchdog. The destruction of the country’s biomes accounted for 1.19bn tonnes of the total 2.16bn tonnes of CO 2 equivalent the South American giant emitted in 2021. Bringing down deforestation levels is therefore of primordial importance if Brazil is to reduce its overall emissions and meet internationally agreed targets. All this will require funds – another major challenge for the incoming government as Brazil’s mandatory expenses and fiscal rules give it very little room to increase environmental budgets. The transition team is currently in discussions with congress to exclude certain expenses – including foreign donations destined to the environmental agenda – from a constitutionally mandated spending cap. Although the task ahead is immense, Lula will benefit from a positive scenario internationally, said Márcio Astrini, the chief executive of the Climate Observatory. The president-elect was given a hero’s welcome at the Cop27 climate summit in Sharm el-Sheikh in November, where he announced that “Brazil is back” in the fight against the climate crisis. Germany and Norway signalled that they would restart donations to the Amazon Fund, an important tool in combatting deforestation that has been paralysed under the Bolsonaro government, after the supreme court ordered the fund’s reactivation shortly after the election. Lula’s victory is also understood to have spurred talks with Indonesia and the Democratic Republic of Congo – the two other big tropical rainforest nations – over coordinating conservation efforts. Both Unterstell and Szabó said that continued international support will depend on the incoming Lula government delivering results promptly and being transparent about its policies and the obstacles it meets along the way. “Lula is not going to work miracles in the Amazon,” Astrini conceded, adding that there was unlikely to be a significant decrease in deforestation within Lula’s first year – partly because the next annual dataset will include the last five months of Bolsonaro’s government, during which forest clearing looks set to hit new records. But, Astrini said, after Bolsonaro’s “environmental hell”, Lula represents the “concrete hope” that the Amazon can be protected and that Brazil will return to the international fight against the climate crisis."
2022-11-17,Lula pledges at Cop27 to halt Amazon deforestation,250,"“Brazil is back” and will do whatever it takes to achieve zero deforestation in the Amazon rainforest, Luiz Inácio Lula da Silva has told the Cop27 climate conference in Egypt. The Brazilian president-elect told a cheering audience that tackling climate change would be one of his government’s highest priorities, adding that the world would have no climate security without the Amazon being protected. Deforestation rose to a 15-year high under his defeated election rival, President Bolsonaro. In his first big speech on the international stage since his victory, Lula said tackling global warming required countries to act together because “alone we are vulnerable to the climate tragedy”. Brazil would like to host the 2025 UN climate conference somewhere within the Amazon, he said. The biggest city in the rainforest is Manaus, a former rubber boom town with an opera house. Lula told delegates at Cop27 in Sharm el-Sheikh that his country was once again open to financial contributions to a fund to protect the rainforest. Donors including Germany and Norway stopped sending contributions to the Amazon Fund after it was frozen under Bolsonaro’s presidency, but Lula said both countries had indicated they would resume payments. He said payments worth about $500 million, frozen since 2019, would be unlocked. “We are open to international co-operation,” he said, but added Brazil would not give up any sovereignty over the rainforest. Under his leadership, nature would be a “strategic ally”, not an enemy to be “knocked down by tractors and chainsaws”, he said. Lula’s arrival at Cop27 gave a boost to the atmosphere at the UN climate talks, where negotiations appear to have stalled on key issues including deeper emissions cuts and the principle of rich countries  eventually compensating  poorer ones for extreme weather impacts such as  Pakistan’s recent floods . Lungs of the Earth breathe sigh of relief at Lula’s election victory Lula, who is of the left, was greeted with cheers of “olé, olé, olé” before he used his speech to say that the world’s richest 1 per cent were responsible for a disproportionate amount of carbon emissions. He urged wealthy countries to make good on their promise of delivering $100 billion a year of climate finance by 2020, after the latest figures showed only $83 billion a year was being sent to poorer countries. Lula also said that the global world order was no longer working when it came to cutting emissions. “The world needs new global governance on the climate issue,” he said."
2022-11-16,Lula tells COP27 'Brazil is back' as he vows to end deforestation in the Amazon,251,"Brazilian President-elect Luiz Inacio Lula da Silva received a warm welcome at COP27 today.  Hundreds of people gathered to see him arrive at a side event early on Wednesday with crowds chanting his name.  Later in the day, he addressed a packed room at the UN climate conference.  Lula said that ""Brazil is once again ready to join efforts to build a healthier planet,"" referencing the recent election as ""one of the most decisive in history"".  ""The survival of the Amazon also depended on the election. Civilisation and values are back. The respect and human rights are back,"" he added.  Lula criticised world leaders for ignoring warnings about climate change and spending ""trillions of dollars"" on war ""that only result in destruction and death.""  Lula's pledge to end deforestation in the Amazon rainforest After his election victory, Lula pledged to reduce deforestation in the Amazon to zero. He once again brought up this pledge at COP27. ""There is no climate security for the world without a protected Amazon,"" he said adding that Brazil will ""do whatever it takes to have zero deforestation and degradation of our biomes.""  He announced that the fight against climate change will have the highest priority in his government - particularly the fight against deforestation.  Lula claimed that environmental crime had grown in a ""scary way"" under the previous government and said he would strengthen bodies to punish illegal activities including gold mining, logging and farming.  The President-elect also announced that Brazil would set up a ministry for Indigenous people so that those affected most by these issues would ""have a voice of their own.""  What else did Lula say at COP27? Lula made two proposals during his speech at COP27. The first was that Amazon countries come together to look at the development of the region in an integrated way.  He is seeking a world alliance for food security and the reduction of inequality. First on the list are countries like Indonesia and the Democratic Republic of Congo which, together with Brazil, have more than half of the world's primary tropical forests.  The other was for COP30 in 2025 to be hosted in Brazil - particularly the Amazon region. He hopes that this would help people to really understand the importance of this part of the world.  When Brazil chairs the G20 meeting in 2024, climate will be top of the agenda. Promises of $100 billion in climate finance also came under scrutiny with Lula saying wealthy nations must deliver on their pledges from COP15 in Copenhagen.  Touching on another hot topic at this year's UN climate conference, he called for progress on a fund for loss and damage saying that ""we cannot postpone this debate...it is time to act."""
NA,NA,252,"End of Document SHARM EL-SHEIJ, Egypt (AP) - Six weeks before his swearing-in, Brazilian President-elect Luiz Inacio Lula da Silva began a series of public appearances and meetings Wednesday at the U.N. climate summit in Egypt. Upon Lula's arrival at a pavilion, hundreds of people awaited him, many of whom cheered him and chanted slogans in Portuguese. The appearance of Lula, who last year staged an extraordinary return to the political limelight after a stint in jail for corruption, was probably one of the events that injected the most energy into the COP27 conference. During Lula's first presidency, from 2003 to 2010, deforestation of the Brazilian rainforest was greatly reduced, and he has promised to do so again. After meeting with several Brazilian governors, including those from rainforest states such as Amazonia and Para, Lula addressed a brief speech to the crowd. ""You know that we are going to undertake a great fight against deforestation,"" he said amid applause. Lula criticized President Jair Bolsonaro, who pushed for economic development in the Amazon, several times, both in his pro-business rhetoric and in the way he managed the forests. Lula defeated Bolsonaro in the October elections and will take office on January 1. ""Brazil cannot remain isolated as in the last four years, (Brazilian officials) did not travel to other countries and no other country traveled to Brazil,"" Lula said. On Tuesday night, Lula and U.S. envoy John Kerry met to discuss measures against climate change and deforestation, according to a statement from a State Department spokesman to The Associated Press. Lula is scheduled to meet with ministers from several countries. Under Bolsonaro, who was elected in 2018, environmental regulatory agencies in the Amazon were weakened. Bolsonaro, a former army captain, appointed administrators from the agribusiness sector, which opposes the creation of indigenous territories and other protected areas and pushes for the legalization of land theft. The deforested area of the Brazilian Amazon reached its highest extent in 15 years between August 2020 and July 2021, according to official figures. Satellite monitoring indicates that the trend is even greater this year. Lula did not refer to newspaper reports that Brazil is facing a possible alliance with Congo and Indonesia, where the world's largest tropical forests are located. Under the slogan ""OPEC of the Forests"" in reference to the Organization of Petroleum Exporting Countries and the way it regulates production, the idea would be for the three countries to coordinate their negotiating positions and practices on forest management and biodiversity protection. The proposal was presented last year during the climate summit in Glasgow, Scotland, according to reports. Despite Lula's promises, his government faces a daunting task. Many people, especially environmentalists and officials, celebrate promises to protect the Amazon at a climate conference like this one, but the pressures on the government to push for economic development are enormous. These come both from agriculture and mining and from many Amazonians who feel it is up to them to decide how it is used. It is also a reality that Lula has a mixed record on environmental issues. Deforestation fell dramatically during his first term in office when Marina Silva was the environment minister. But in the second, Lula began to seek the support of the agribusiness sector, and Marina Silva resigned in 2008. She is at COP27 and is being mentioned to take up the post again. Simone Karipuna, an Amazon activist present at COP27 and who attended Lua's speech, expressed hope that difficulties will be overcome because indigenous communities can work with the incoming government. ""We had no dialogue with the current government,"" she said. ____ The Associated Press' climate and environmental coverage is supported by several private foundations. The AP is solely responsible for all content. Load-Date: November 17, 2022"
2022-10-19,"Mennonites lead fragmented deforestation in Peruvian Amazon, report says",253,"LIMA, Oct 19 (Reuters) - Groups belonging to the Mennonites have positioned themselves as a notable source of deforestation in the Peruvian Amazon, having cleared an area close to the size of Manhattan since 2017, according to a new study. Estimates from the Monitoring the Andean Amazon Project (MAAP) suggest that deforestation near Mennonite settlements has reached 659 hectares (1,628 acres) so far this year, while 98,400 hectares across the Peruvian Amazon have been affected. Although small-scale agriculture and illegal gold mining continue to account for more than 99% of deforestation in the Peruvian Amazon so far this year, MAAP director Matt Finer told Reuters that this deforestation near Mennonite camps deserved scrutiny. ""Most of the deforestation in the Peruvian Amazon is small-scale,"" Finer said. ""But in terms of having a major entity that is responsible for this amount of deforestation, that's pretty rare."" Since 2017, MAAP estimates that deforestation linked to Mennonites has reached 4,800 hectares (11,861 acres), which corresponds to four-fifths the size of Manhattan Island in New York. The Mennonites are an isolated Christian group that has spread around the world. They say they lead a peaceful life and that the expansion of their agriculture is God's will and a way to provide their families with a simple life. They could not be reached for comment on the above report on deforestation. Peru has the world's second largest section of the Amazon, the world's largest rainforest whose preservation is considered critical to mitigating climate change. Most of the Peruvian rainforest is sparsely populated and inaccessible, which has contributed to its conservation so far. Deforestation in the Peruvian Amazon has remained relatively stable in recent years, with a significant peak in 2020 during the first year of the pandemic. ""It's an entity that can continue to expand ... I think that's what makes this concerning, and not just the current deforestation,"" Finer said, ""but the potential for continued escalation of deforestation."" Mennonite settlements have drawn the attention of Peruvian authorities for their possible involvement in illegal deforestation, according to Mongabay, an environmental news organization. The Mennonites have also aroused suspicions in Mexico linked to deforestation, detailed in a recent Reuters report (Report by Marcelo Rochabrun Edited in Spanish by Aida Peláez-Fernández)."
2022-12-01,NGOs reject mediation with French group Casino for deforestation in the Amazon,254,"Eleven international, Brazilian and Colombian NGOs that accuse the French supermarket chain Casino of indirectly participating in deforestation in the Amazon refused, on Thursday (1), a judicial mediation and expect the case to be decided in the courts. ""The eleven organizations that filed a lawsuit against Casino rejected the mediation proposed"" in June by a French judge, the coalition formed by environmental groups and indigenous federations said in a statement. ""This matter must imperatively be the subject of public debate and a judicial ruling,"" it added. ""The case cannot be resolved through a solution negotiated behind closed doors and, moreover, confidential,"" the document stressed. Among the organizations are Sherpa, Mighty Eearth, Envol vert, the Coordination of Indigenous Organizations of the Brazilian Amazon (Coiab) and the National Organization of Indigenous Peoples of the Colombian Amazon (Opiac). All accuse Casino of failing to comply with its mission to monitor and respect human and environmental rights throughout its supply chain. Casino said it ""takes note"" of the complainants' refusal to enter into a negotiation to which it had declared itself ""favorable"" and reiterated, in a comment to AFP, ""the conformity of its surveillance plan with respect to French legislation."" The denunciation is based on a report published in June by the French-Colombian NGO Envol vert. This document links four farms involved in illegal deforestation in the Amazon and Cerrado in Brazil to 52 products sold in the group's ""stores and butcher stores."" ""These farms alone represent 4,500 hectares of illegally cleared forests to make room for cattle ranching. The same occurred with protected indigenous lands,"" the report highlights. Casino has in total more than 11,000 supermarkets. In Brazil, its subsidiary is the Pão de Açúcar group (GPA) and in Colombia, the Exito network. Since March 2017, French law has required companies based in France and employing more than 5,000 people or more than 10,000 worldwide to adopt effective measures to prevent human rights violations and damage to the environment. When the complaint was filed in June, the French multinational assured that its subsidiaries are among ""the most advanced companies in the sector in the fight against deforestation."""
2022-12-21,Ombudsman's Office requests Congress to file bill that would encourage deforestation in the Amazon,255,"The Ombudsman's Office expressed its rejection of the opinion approved by the Agrarian Commission of the Congress of the Republic that insists on the approval of three bills, as it indicates that it would promote deforestation in the Amazon. Through a press release, the organization detailed that these are bills N° 649/2021-CR, N° 894/2021-CR and N° 2315/2021-CR, which aim to modify the Forestry and Wildlife Law. He said that 94% of the country's forests are located in the Amazon and are ""a source of identity and life"" for around 370,000 indigenous inhabitants that make up more than 2,700 communities. They also explained that more than 80% of deforestation in the country is generated by agricultural activities. In view of this, they request a sanction for those informal holders of these deforested lands and to provide ""adequate land to promote these activities"". ""It is of the utmost importance that all state powers, including Congress, take measures to guarantee their conservation"", the organization indicated. In relation to the insistence ruling and the autograph, the Ombudsman's Office specifies that they would aggravate the problem and encourage informal possession of Amazonian forests and would violate the rights of indigenous peoples. It added that this measure would exonerate from administrative, criminal and civil responsibilities in forestry and agrarian matters those who have proof of possession and property titles on deforested lands. In another point, they emphasized that the Ministry of Agrarian Development and Irrigation (Midagri) will be the public entity that ""will approve the forest zoning"", which allows the allocation of forest land uses. It should be noted that the Ministry of Environment is the governing entity in charge of environmental material and environmental land use planning. ""An eventual promulgation of the insistence opinion or of the observed autograph will contravene the constitutional mandates of the State to promote the sustainable use of natural resources and biological diversity. In addition, it will violate a set of individual and collective rights,"" the communiqué concludes."
2022-11-11,Record deforestation in the Amazon in October,256,"The deforested area in the Amazon in October of this year was 903.86 km². The number is the highest ever recorded by Deter, a program of Inpe (National Institute for Space Research), which began in 2015. Last Friday (4), the partial number, updated through October 28, was 813.2 km², but the expectation was that the deforested area could still increase. The record deforestation for October becomes public amid Brazil's participation in COP27, the UN (United Nations) conference on climate change. On Monday (7), the country stayed out of the Leaders' Partnership for Forests and Climate. The initiative includes 26 countries, some of them Amazon countries, such as Colombia and Ecuador, and the European Union. Itamaraty justified the absence by stating, in a note, that there are forums with a better format to ""address the needs of developing countries"". Brazil leads the way in the cutting down of forests. The release of the Prodes deforestation rate, the INPE program that measures the annual deforestation in the biome, is also expected soon. Last year, the Prodes data was already available during the COP26, but was only released by the Bolsonaro government after the event. Last year's October rate, also a record, was published during Brazil's participation in the COP in Glasgow, but the Minister of the Environment, Joaquim Leite, said at the time that he was unaware of the data. The Deter is not intended to measure deforestation, but to assist public policies to combat deforestation. However, from its data it is possible to observe destruction tendencies. However, the high rates registered by Deter may indicate that Prodes will also publish high data. All the highest monthly deforestation figures recorded by Deter up to October this year occurred under Bolsonaro's administration. The recent historical data starts in 2015, when there was an upgrade in the Deter program's sensors that makes it impossible to make a proper comparison with previous years, where there was lower accuracy."
2022-10-07,Record deforestation in the Amazon in September,257,"The Amazon had its worst September of deforestation in the recent history of Inpe (National Institute for Space Research). The Deter program recorded 1,454 km² of deforestation in the biome. The value narrowly exceeds the 1,453 km² recorded in September 2019, which was, until now, the worst September ever recorded by Inpe. The recent historical series of Deter starts in 2015. Before that, there was already Deter monitoring, but, due to the improvement in deforestation detection sensors, comparisons with previous periods are not valid. The deforestation recorded in September is equivalent to more than 900 Ibirapuera parks in São Paulo. Ramal em meio a área desmatada e queimada Ramal em meio a área desmatada e queimada Recent deforestation in the municipality of Apuí, in southern Amazonas - Lalo de Almeida - 20.Aug.2020/Folhapress  The Deter's main objective is not to measure deforestation in the biome. Its function is to detect deforestation almost in real time to help the environmental agencies' inspection operations. However, from the Deter it is possible to observe deforestation trends within a year. In the Amazon there has been a sequence of negative data for the biome. Besides the record deforestation, September was also the worst month in terms of fires in more than a decade, according to data from Inpe's Burning Program. There were more than 41 thousand fires in the forest in September this year. The figure of 40 thousand fires had not been reached since 2010, when more than 43 thousand fires were registered in the biome. The Planeta em Transe project is supported by the Open Society Foundations."
2022-10-10,Record-breaking deforestation registered in the Amazon ahead of presidential elections in Brazil,258,"Canada: Greenpeace International has issued the following press release: According to alerts from the Brazilian Space Research Institute (INPE) ’ s system DETER, 1,455 km2 is the largest area of deforestation in the Amazon ever recorded for the month of September. 2022 has seen record-breaking numbers of fires and deforestation. The data shows an increase of 48% compared to the same month last year. From January to September 8,590 km2 of the Amazon was deforested this year, equivalent to 11 times the size of New York City. Cristiane Mazzetti, spokesperson for Greenpeace Brazil, said: “In recent years, the Bolsonaro government has shown a complete disregard for a safe climate and for the Amazon rainforest, Indigenous Peoples and traditional communities. His administration has actively promoted an anti-environment, anti-Indigenous, and anti-democratic agenda that has resulted in a severe increase in carbon emissions and that paints a grave scenario in Brazil. This destructive project cannot continue. ” The current government ’ s actions have encouraged violence in the rainforest against both Indigenous Peoples and environmental defenders. According to a report published by NGO CIMI, 176 Indigenous People were murdered in 2021. Brazil also continues to be one of the most dangerous countries for environmentalists, according to a report by Global Witness. Over 17% of the entire Amazon Basin has already been deforested, and this massive destruction is pushing the forest closer to a tipping point. If 20 to 25% of the Amazon is lost, it would fail as an ecosystem, according to research done by scientists Carlos Nobre and Thomas Lovejoy. Mazzetti said: “The current government has been causing irreversible damage to the environment in Brazil and is a threat to the climate globally. In only three weeks, Brazilians will go to the polls to choose our next president, and our choice will have a tremendous impact on the country, on the forest, and on the climate. Continuing the current agenda means accelerating the collapse of the Amazon instead of using the little time we have to avoid it. Brazilians must reflect deeply on their choice in the presidential elections and vote for climate, for the forest, and for a green, safe and just future. ”"
2022-10-28,Reports Summarize Remote Sensing Research from State University (Deforestation Detection in the Amazon Using DeepLabv3+ Semantic Segmentation Model Variants),259,"2022 OCT 28 (NewsRx) -- By a News Reporter-Staff News Editor at Biotech News Daily -- Data detailed on remote sensing have been presented. According to news originating from Rio de Janeiro, Brazil, by NewsRx correspondents, research stated, ""The Amazon rainforest spreads across nine countries and covers nearly one-third of South America, being 69% inside Brazilian borders. It represents more than half of the remaining tropical forest on Earth and covers the catchment basin of the Amazon river on which 20% of the surface fresh water on the planet flows.""   Our news journalists obtained a quote from the research from State University: ""Such an ecosystem produces large quantities of water vapor, helping regulate rainfall regimes in most of South America, with strong economic implications: for instance, by irrigating crops and pastures, and supplying water for the main hydroelectric plants in the continent. Being the natural habitat of one-tenth of the currently known species, the Amazon also has enormous biotechnological potential. Among the major menaces to the Amazon is the extension of agricultural and cattle farming, forest fires, illegal mining and logging, all directly associated with deforestation. Preserving the Amazon is obviously essential, and it is well-known that remote sensing provides effective tools for environmental monitoring. This work presents a deforestation detection approach based on the DeepLabv3+, a fully convolutional deep learning model devised for semantic segmentation. The proposed method extends the original DeepLabv3+ model, aiming at properly dealing with a strong class imbalanced problem and improving the delineation quality of deforestation polygons. Experiments were devised to evaluate the proposed method in terms of the sensitivity to the weighted focal loss hyperparameters-through an extensive grid search-and the amount of training data, and compared its performance to previous deep learning methods proposed for deforestation detection. Landsat OLI-8 images of a specific region in the Amazon were used in such evaluation. The results indicate that the variants of the proposed method outperformed previous works in terms of the F1-score and Precision metrics.""   According to the news reporters, the research concluded: ""Additionally, more substantial performance gains were observed in the context of smaller volumes of training data. When the evaluated methods were trained using four image tiles, the proposed method outperformed its counterparts by approximately +10% in terms of F1-score (from 63% to 73%); when the methods were trained with only one image tile, the performance difference in terms of F1-score achieved approximately +18% (from 49% to 67%).""   For more information on this research see: Deforestation Detection in the Amazon Using DeepLabv3+ Semantic Segmentation Model Variants. Remote Sensing, 2022,14(4694):4694. (Remote Sensing - http://www.mdpi.com/journal/remotesensing/). The publisher for Remote Sensing is MDPI AG.   A free version of this journal article is available at https://doi.org/10.3390/rs14194694.   Our news editors report that additional information may be obtained by contacting Renan Bides de Andrade, Post-Graduation Program in Computational Sciences, State University, Rio de Janeiro 20550-013, RJ, Brazil. Additional authors for this research include Guilherme Lucio Abelha Mota.   Keywords for this news article include: State University, Rio de Janeiro, Brazil, South America, Climate Change, Deforestation, Global Warming, Remote Sensing, Technology.   Our reports deliver fact-based news of research and discoveries from around the world. Copyright 2022, NewsRx LLC "
